symbol,date,open,high,low,close,volume
INFY,2025-08-18,1464.699951171875,1464.699951171875,1429.5999755859375,1435.800048828125,7254561
INFY,2025-08-19,1432.699951171875,1449.4000244140625,1432.699951171875,1440.0,3986094
INFY,2025-08-20,1440.699951171875,1499.0,1440.699951171875,1496.199951171875,10413061
INFY,2025-08-21,1508.0,1508.0,1484.300048828125,1496.4000244140625,6565539
INFY,2025-08-22,1498.0999755859375,1504.300048828125,1486.0999755859375,1487.5,5543397
INFY,2025-08-25,1506.699951171875,1539.0,1506.699951171875,1532.0999755859375,10694531
INFY,2025-08-26,1523.0,1538.4000244140625,1518.5999755859375,1529.5999755859375,15994798
INFY,2025-08-28,1529.5999755859375,1529.5999755859375,1498.0,1500.0999755859375,5443364
INFY,2025-08-29,1501.9000244140625,1501.9000244140625,1467.699951171875,1469.5999755859375,8169075
INFY,2025-09-01,1476.699951171875,1503.4000244140625,1476.199951171875,1499.4000244140625,4546057
INFY,2025-09-02,1499.4000244140625,1512.800048828125,1486.300048828125,1498.699951171875,5218763
INFY,2025-09-03,1500.0,1501.9000244140625,1473.0,1479.0999755859375,4623483
INFY,2025-09-04,1484.0,1484.0,1460.0999755859375,1463.0,5787724
INFY,2025-09-05,1470.0,1472.699951171875,1433.0,1444.5999755859375,5466487
INFY,2025-09-08,1451.0,1458.0,1428.300048828125,1432.9000244140625,3811567
INFY,2025-09-09,1481.0,1507.199951171875,1472.5,1504.300048828125,13072640
INFY,2025-09-10,1510.0999755859375,1534.9000244140625,1509.300048828125,1532.5999755859375,7281071
INFY,2025-09-11,1523.9000244140625,1527.5,1506.5,1509.699951171875,8003662
INFY,2025-09-12,1537.0,1542.9000244140625,1521.0999755859375,1525.5999755859375,12856963
INFY,2025-09-15,1525.5999755859375,1527.5,1501.199951171875,1508.4000244140625,6167414
INFY,2025-09-16,1508.4000244140625,1514.0,1503.5,1511.300048828125,8923112
INFY,2025-09-17,1516.9000244140625,1526.699951171875,1514.0,1522.4000244140625,4795698
INFY,2025-09-18,1550.0,1555.0,1538.5,1540.5999755859375,9331945
INFY,2025-09-19,1544.5999755859375,1551.300048828125,1520.0999755859375,1540.199951171875,12988129
INFY,2025-09-22,1482.699951171875,1514.699951171875,1482.0,1499.5,15655204
INFY,2025-09-23,1493.0,1513.0,1493.0,1497.5,9832164
INFY,2025-09-24,1487.199951171875,1496.699951171875,1482.699951171875,1494.5999755859375,4937004
INFY,2025-09-25,1489.0,1502.699951171875,1476.5,1484.800048828125,9491867
INFY,2025-09-26,1475.0,1478.699951171875,1441.199951171875,1448.9000244140625,8597058
INFY,2025-09-29,1460.0,1465.0,1436.5,1441.800048828125,10513117
INFY,2025-09-30,1443.0,1452.199951171875,1438.0999755859375,1441.800048828125,7556305
INFY,2025-10-01,1446.0,1449.5,1427.4000244140625,1445.800048828125,6250692
INFY,2025-10-03,1439.0,1448.300048828125,1433.199951171875,1446.5999755859375,6877533
INFY,2025-10-06,1446.5999755859375,1478.800048828125,1442.300048828125,1476.0,4630590
INFY,2025-10-07,1477.699951171875,1482.9000244140625,1454.0,1458.5,5570320
INFY,2025-10-08,1457.0,1498.0,1455.0,1495.0,4657192
INFY,2025-10-09,1502.0,1514.0,1487.0,1509.300048828125,7028753
INFY,2025-10-10,1510.0,1521.699951171875,1498.800048828125,1514.9000244140625,3738353
INFY,2025-10-13,1497.0,1504.699951171875,1483.4000244140625,1493.199951171875,5859355
INFY,2025-10-14,1499.0,1514.4000244140625,1486.5,1489.9000244140625,5600789
INFY,2025-10-15,1483.9000244140625,1488.5999755859375,1467.5,1474.4000244140625,6986098
INFY,2025-10-16,1473.9000244140625,1474.5,1460.5,1471.5,8005748
INFY,2025-10-17,1454.9000244140625,1458.4000244140625,1434.0,1441.0999755859375,16959378
INFY,2025-10-20,1453.699951171875,1467.0,1450.0,1460.9000244140625,6994246
INFY,2025-10-21,1478.0,1486.0,1470.0,1472.4000244140625,1698704
INFY,2025-10-23,1510.0,1546.0,1506.0,1528.5,20358624
INFY,2025-10-24,1539.5,1543.0,1518.0,1525.4000244140625,8652257
INFY,2025-10-27,1510.0,1515.300048828125,1498.0999755859375,1504.5,7273211
INFY,2025-10-28,1499.699951171875,1506.5,1490.5,1500.199951171875,8211019
INFY,2025-10-29,1500.199951171875,1520.199951171875,1496.9000244140625,1510.4000244140625,4884976
INFY,2025-10-30,1507.0,1508.199951171875,1489.0999755859375,1493.800048828125,5608867
INFY,2025-10-31,1490.0,1497.0999755859375,1480.699951171875,1482.300048828125,4819814
INFY,2025-11-03,1482.300048828125,1491.4000244140625,1474.199951171875,1485.5,5470600
INFY,2025-11-04,1479.699951171875,1481.9000244140625,1462.9000244140625,1467.9000244140625,8691330
INFY,2025-11-06,1478.5999755859375,1483.0,1461.9000244140625,1466.699951171875,7944752
INFY,2025-11-07,1470.0,1480.9000244140625,1449.0999755859375,1476.800048828125,8765759
INFY,2025-11-10,1490.0999755859375,1520.0,1490.0,1513.5,9787975
INFY,2025-11-11,1525.0,1533.4000244140625,1511.0999755859375,1530.300048828125,13692989
INFY,2025-11-12,1540.0,1559.199951171875,1538.0999755859375,1551.699951171875,14635417
INFY,2025-11-13,1557.0999755859375,1557.5,1530.300048828125,1541.800048828125,19655689
INFY,2025-11-14,1520.0,1530.0,1488.800048828125,1502.800048828125,9739549
INFY,2025-11-17,1496.0,1510.199951171875,1492.5,1507.5999755859375,7910354
INFY,2025-11-18,1506.0,1506.0,1483.199951171875,1486.4000244140625,7525119
INFY,2025-11-19,1490.5,1543.0,1490.5,1541.0999755859375,10981126
INFY,2025-11-20,1555.0,1555.0,1534.0,1536.5,7387584
INFY,2025-11-21,1531.0,1551.5,1526.300048828125,1545.0,9186302
