symbol,date,open,high,low,close,volume
RELIANCE,2025-08-18,1390.0,1394.9000244140625,1377.0,1381.699951171875,11785109
RELIANCE,2025-08-19,1390.0,1421.0,1389.0999755859375,1420.0999755859375,14384719
RELIANCE,2025-08-20,1413.0,1424.9000244140625,1410.0,1413.0,8725641
RELIANCE,2025-08-21,1425.0,1431.9000244140625,1420.300048828125,1424.800048828125,11021323
RELIANCE,2025-08-22,1420.0,1423.4000244140625,1407.9000244140625,1409.199951171875,5818868
RELIANCE,2025-08-25,1414.699951171875,1419.5,1405.699951171875,1412.5999755859375,5979407
RELIANCE,2025-08-26,1408.0,1410.0,1381.5999755859375,1384.9000244140625,12145259
RELIANCE,2025-08-28,1389.9000244140625,1392.199951171875,1366.5,1385.9000244140625,13161813
RELIANCE,2025-08-29,1381.0999755859375,1403.5,1350.0,1357.199951171875,18758842
RELIANCE,2025-09-01,1356.0,1363.199951171875,1340.5999755859375,1353.9000244140625,11232238
RELIANCE,2025-09-02,1354.800048828125,1384.5,1354.5,1366.5,11517006
RELIANCE,2025-09-03,1369.699951171875,1376.5,1360.5,1372.5999755859375,7847563
RELIANCE,2025-09-04,1371.800048828125,1374.0,1357.0999755859375,1359.300048828125,13223177
RELIANCE,2025-09-05,1363.0,1381.0,1359.300048828125,1375.0,5777575
RELIANCE,2025-09-08,1380.0,1386.0,1372.4000244140625,1378.5,6986720
RELIANCE,2025-09-09,1376.5999755859375,1381.199951171875,1368.699951171875,1376.199951171875,9754452
RELIANCE,2025-09-10,1383.9000244140625,1388.5,1374.0999755859375,1377.0,7790815
RELIANCE,2025-09-11,1376.0,1385.5,1375.0,1383.300048828125,9766072
RELIANCE,2025-09-12,1383.300048828125,1396.300048828125,1380.5,1395.0,7403368
RELIANCE,2025-09-15,1393.0,1400.800048828125,1388.5999755859375,1399.300048828125,5396697
RELIANCE,2025-09-16,1404.699951171875,1408.0,1398.199951171875,1405.300048828125,8686961
RELIANCE,2025-09-17,1407.0,1416.199951171875,1406.9000244140625,1413.800048828125,7519417
RELIANCE,2025-09-18,1420.4000244140625,1422.0,1410.699951171875,1415.0,9332642
RELIANCE,2025-09-19,1414.9000244140625,1417.0,1403.5999755859375,1407.4000244140625,13461373
RELIANCE,2025-09-22,1403.9000244140625,1410.699951171875,1388.0,1390.5999755859375,7757970
RELIANCE,2025-09-23,1391.0,1395.0,1376.800048828125,1389.800048828125,14014702
RELIANCE,2025-09-24,1385.300048828125,1396.0,1380.4000244140625,1383.0,5922759
RELIANCE,2025-09-25,1381.300048828125,1384.5,1369.0,1372.4000244140625,11411143
RELIANCE,2025-09-26,1372.0,1382.699951171875,1366.0,1377.5999755859375,9879109
RELIANCE,2025-09-29,1381.5999755859375,1389.0,1368.0,1372.800048828125,14231999
RELIANCE,2025-09-30,1377.0999755859375,1377.0999755859375,1362.800048828125,1364.0,14604684
RELIANCE,2025-10-01,1367.0,1378.5999755859375,1362.699951171875,1368.699951171875,12045916
RELIANCE,2025-10-03,1363.199951171875,1371.5999755859375,1356.9000244140625,1363.4000244140625,12842347
RELIANCE,2025-10-06,1360.0,1377.4000244140625,1359.0,1375.0,12396580
RELIANCE,2025-10-07,1376.0,1395.9000244140625,1375.9000244140625,1384.800048828125,11244040
RELIANCE,2025-10-08,1384.800048828125,1389.0,1364.5,1367.4000244140625,8525081
RELIANCE,2025-10-09,1374.0,1380.0,1369.0999755859375,1377.800048828125,8826633
RELIANCE,2025-10-10,1377.800048828125,1388.0,1375.0999755859375,1381.699951171875,6373084
RELIANCE,2025-10-13,1376.9000244140625,1377.699951171875,1367.800048828125,1375.0,7600682
RELIANCE,2025-10-14,1380.0,1388.0,1370.0999755859375,1375.9000244140625,9768174
RELIANCE,2025-10-15,1383.0,1384.0,1372.699951171875,1374.300048828125,10882743
RELIANCE,2025-10-16,1375.0999755859375,1400.5,1375.0,1398.300048828125,12315932
RELIANCE,2025-10-17,1401.0,1423.300048828125,1399.0999755859375,1416.800048828125,19335561
RELIANCE,2025-10-20,1440.0,1473.800048828125,1433.300048828125,1466.800048828125,24721978
RELIANCE,2025-10-21,1468.0,1474.0,1460.0,1465.199951171875,2066169
RELIANCE,2025-10-23,1475.0,1482.9000244140625,1444.5999755859375,1448.4000244140625,18707090
RELIANCE,2025-10-24,1450.0,1459.800048828125,1441.0,1451.5999755859375,9700837
RELIANCE,2025-10-27,1463.0,1485.0,1458.0,1484.0999755859375,14113867
RELIANCE,2025-10-28,1484.0999755859375,1492.0,1477.5999755859375,1486.9000244140625,17631577
RELIANCE,2025-10-29,1490.0,1508.300048828125,1488.0999755859375,1504.199951171875,11884745
RELIANCE,2025-10-30,1500.0,1503.0999755859375,1484.0,1488.5,9318663
RELIANCE,2025-10-31,1490.4000244140625,1497.5,1482.300048828125,1486.4000244140625,8758053
RELIANCE,2025-11-03,1486.0,1495.0,1479.300048828125,1484.699951171875,8452085
RELIANCE,2025-11-04,1483.9000244140625,1492.800048828125,1470.0999755859375,1473.0999755859375,10007806
RELIANCE,2025-11-06,1484.0,1501.5999755859375,1476.199951171875,1496.0999755859375,16772678
RELIANCE,2025-11-07,1494.5999755859375,1498.4000244140625,1475.9000244140625,1478.0,7821765
