symbol,date,open,high,low,close,volume
M&M,2025-08-18,3350.0,3432.0,3335.300048828125,3383.10009765625,5787481
M&M,2025-08-19,3400.0,3403.89990234375,3338.10009765625,3354.0,2596242
M&M,2025-08-20,3354.10009765625,3404.199951171875,3335.0,3395.60009765625,2957816
M&M,2025-08-21,3410.0,3410.0,3370.0,3375.10009765625,1964795
M&M,2025-08-22,3380.0,3420.0,3375.39990234375,3403.0,2509867
M&M,2025-08-25,3428.0,3429.0,3381.800048828125,3398.89990234375,1859862
M&M,2025-08-26,3395.0,3414.0,3318.10009765625,3330.800048828125,3122442
M&M,2025-08-28,3375.0,3375.0,3287.300048828125,3295.300048828125,2936428
M&M,2025-08-29,3271.0,3280.0,3187.0,3199.5,3017625
M&M,2025-09-01,3191.10009765625,3324.89990234375,3191.10009765625,3315.39990234375,3525726
M&M,2025-09-02,3325.0,3330.0,3223.0,3234.5,3073407
M&M,2025-09-03,3269.0,3293.699951171875,3232.800048828125,3286.0,2672659
M&M,2025-09-04,3527.0,3550.0,3463.39990234375,3481.5,7600320
M&M,2025-09-05,3511.0,3577.800048828125,3481.5,3561.300048828125,3700943
M&M,2025-09-08,3561.300048828125,3561.300048828125,3561.300048828125,3561.300048828125,0
M&M,2025-09-09,3702.199951171875,3723.800048828125,3673.10009765625,3696.300048828125,2879258
M&M,2025-09-10,3702.0,3708.89990234375,3591.39990234375,3604.39990234375,2298202
M&M,2025-09-11,3620.0,3647.89990234375,3580.0,3595.699951171875,1949934
M&M,2025-09-12,3594.89990234375,3641.0,3582.0,3589.89990234375,2839264
M&M,2025-09-15,3590.0,3603.39990234375,3526.60009765625,3530.300048828125,2550444
M&M,2025-09-16,3545.0,3619.89990234375,3528.89990234375,3608.0,2465043
M&M,2025-09-17,3608.0,3644.89990234375,3593.10009765625,3633.199951171875,2237804
M&M,2025-09-18,3636.10009765625,3650.0,3603.300048828125,3642.199951171875,2480472
M&M,2025-09-19,3601.0,3636.699951171875,3584.5,3592.10009765625,4018342
M&M,2025-09-22,3600.0,3616.60009765625,3569.300048828125,3584.800048828125,1664133
M&M,2025-09-23,3610.0,3679.199951171875,3606.800048828125,3614.60009765625,2523224
M&M,2025-09-24,3614.5,3626.300048828125,3568.0,3574.89990234375,1320014
